flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Tot size,IAT,Number
0.0,0.0,1.0,64.0,36.065298050259024,36.065298050259024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,83128982.1076445,9.5
0.0,54.0,6.0,64.0,48.23478540871244,48.23478540871244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83089746.87393773,9.5
0.0299665713310241,54.66,5.94,67.18,1.033360404485283,1.033360404485283,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.03,0.01,0.97,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.72,54.1,83331720.65092331,9.5
0.0,54.0,6.0,64.0,19.9021524700914,19.9021524700914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83033821.87103032,9.5
0.0,54.0,6.0,64.0,1.7441046653081602,1.7441046653081602,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83088824.09846784,9.5
0.2555188679695129,213.44,6.0,64.0,5.280797480867299,5.280797480867299,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.68,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1025.44,95.12,83089434.81883705,9.5
0.0,54.0,6.0,64.0,46.47612173018323,46.47612173018323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83033406.03555286,9.5
0.0,54.0,6.0,64.0,1.914591547649896,1.914591547649896,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83344062.15947418,9.5
0.0,54.0,6.0,64.0,1.5242647938296463,1.5242647938296463,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83089919.94706067,9.5
0.0,54.32,6.11,64.64,53.3161811906926,53.3161811906926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.96,54.32,83033994.47290507,9.5
0.0,0.0,1.0,64.0,5.122182179663944,5.122182179663944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,83149684.12638131,9.5
0.1376736402511596,58.32,6.0,64.0,1.161930768651573,1.161930768651573,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83331677.3880053,9.5
0.0,53.66,5.94,63.36,1.9903309385291417,1.9903309385291417,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.01,0.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,568.88,54.26,83331771.9671049,9.5
0.0,54.0,6.0,64.0,21.17453081418096,21.17453081418096,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83313919.3490253,9.5
0.0,54.0,6.0,64.0,7.186324425495518,7.186324425495518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83068263.98227638,9.5
0.0241529107093811,8660.98,16.89,64.0,16301.047391587004,16301.047391587004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.09,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,561.96,53.36,83123731.05093646,9.5
0.0516742897033691,16135.24,16.89,63.78,4954.519810379359,4954.519810379359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,528.12,50.24,83097685.64955013,9.5
0.0,54.0,6.0,64.0,12.204531847983992,12.204531847983992,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83331767.2250937,9.5
0.0,54.0,6.0,64.0,3.021409826626099,3.021409826626099,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83344072.33086345,9.5
0.0,0.0,1.0,64.0,0.6334137476914128,0.6334137476914128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,83124886.27764612,9.5
0.0,54.0,6.0,64.0,12.627068859802728,12.627068859802728,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83090069.60874502,9.5
0.0,757.0,6.0,64.0,9.683684612738404,9.683684612738404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9627.0,944.0,83336180.3785953,9.5
0.0,54.0,6.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83089736.12352124,9.5
2.732523305416107,168.48,6.0,64.0,1.274597745901062,1.274597745901062,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83361361.23584591,9.5
0.0,54.0,6.0,64.0,87.10821279114445,87.10821279114445,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83344934.43819642,9.5
0.0,54.0,6.0,64.0,9.738805770880669,9.738805770880669,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83348140.0116961,9.5
0.0,54.0,6.0,64.0,4.723653985702427,4.723653985702427,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83089685.25026166,9.5
0.0,54.0,6.0,64.0,12.558548416072824,12.558548416072824,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83331743.21189716,9.5
0.0548215627670288,23438.0,16.84,65.91,8413.68136817853,8413.68136817853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,525.2,50.2,83101911.38369316,9.5
0.0,54.16,6.11,64.0,33.26845634922209,33.26845634922209,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,569.08,54.16,83089729.9093215,9.5
0.4267782258987427,246.02,6.11,64.0,8.760738351755089,8.760738351755089,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.61,0.62,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1022.96,98.36,83089462.91116902,9.5
0.0,54.0,6.0,64.0,1.1502853839327143,1.1502853839327143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83362304.60822278,9.5
0.0006162095069885,61.69,6.22,64.0,130.1394959222433,130.1394959222433,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,573.51,54.42,83331160.43943956,9.5
0.0,54.0,6.0,64.0,42.368062278086335,42.368062278086335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83072248.2227003,9.5
0.0,54.0,6.0,64.0,7.918599525182776,7.918599525182776,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83361342.86295933,9.5
1.4266042232513427,105.84,5.94,63.36,2.6042709990474098,2.6042709990474098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.9,54.06,83365541.6305502,9.5
2.9702766728401184,108.0,6.0,64.0,0.6733390546178626,0.6733390546178626,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83365367.31809577,9.5
0.0,54.0,6.0,64.0,1.4840530700995,1.4840530700995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83034117.07460085,9.5
0.0074038791656494,3.69,1.05,63.78,9.651005347224904,9.651005347224904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9365.83,924.09,83249633.44155273,9.5
0.0,53.46,5.94,63.36,744.5950647967339,744.5950647967339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.06,54.06,83072004.48777819,9.5
3.67741602897644,317.45,6.11,63.96,0.6624144537477581,0.6624144537477581,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,781.08,67.38,83362363.11781655,9.5
0.0,54.0,6.0,64.0,3.310076613959715,3.310076613959715,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83344767.96537085,9.5
0.0,0.0,1.0,64.0,1.4121089837491303,1.4121089837491303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,83150316.42008099,9.5
0.0,0.0,1.0,64.0,300.79632816982206,300.79632816982206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,83132742.93556991,9.5
0.0626857638359069,27422.0,17.0,64.0,14120.397943590542,14120.397943590542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,525.0,50.0,83098737.65677391,9.5
0.0,54.0,6.0,64.0,2.0332455668982137,2.0332455668982137,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83330881.18941814,9.5
0.0,54.0,6.0,64.0,78.5821760289275,78.5821760289275,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83331677.01283875,9.5
0.0,54.0,6.0,64.0,2.860844009223884,2.860844009223884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83089822.32819071,9.5
0.0,54.0,6.0,64.0,9.8133952260848,9.8133952260848,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,83313723.47533613,9.5
0.0544677591323852,28.66,1.45,63.22,17.296611400707206,17.296611400707206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9287.42,878.5,83254074.98229584,9.5
19.215875267982483,1081814.5,9.3,189.1,46.40007615914727,46.40007615914727,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4,0.0,42.6,993.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,669.5,99.8,0.0091315031051635,5.5
